,b,epsp,alpha,Ec,Ev,Dn,Dp,gc,gv,N0,DIinf,EAI,Plim,inverted,dE,gcE,EcE,bE,epsE,DE,dH,gvH,EvH,bH,epsH,DH,tn,tp,vnE,vpE,vnH,vpH,ion_vmpp
659,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-08,1e-07,0.01,0.01,1.0,1.0,0.8250000000000004
660,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+22,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,0.01,1.0,0.8999999999999995
661,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-08,1e-07,0.01,0.01,1.0,0.01,0.93
663,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+22,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,0.01,1.0,0.8849999999999997
664,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+22,1e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-07,0.01,0.01,1.0,0.01,0.9900000000000001
666,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,0.01,1.0,0.824999999999999
668,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,0.01,0.01,0.8250000000000004
669,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+22,1e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-07,0.01,0.01,1.0,1.0,0.9600000000000006
671,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,0.01,0.01,0.8099999999999999
673,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,1.0,0.01,0.825
674,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,1.0,0.01,0.7949999999999997
675,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,1e-05,5e+22,1e+24,-5.15,1e-08,10.0,1e-05,1e-08,1e-07,0.01,1.0,0.01,1.0,1.0427029730420692
676,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,1.0,1.0,0.6149999999999999
679,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,1.0,1.0,0.6149999999999999
680,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,1e-05,1e-08,1e-07,0.01,1.0,0.01,0.01,1.1159588459447456
683,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,1e-05,1e-08,1e-07,0.01,1.0,0.01,0.01,1.1033046279450582
685,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,1e-05,1e-08,1e-07,0.01,1.0,0.01,1.0,1.1033046279465202
686,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,1e-05,1e-08,1e-07,0.01,1.0,0.01,1.0,1.1159588459446295
688,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,0.01,0.01,0.9150000000000005
691,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,0.01,0.01,0.7799999999999998
693,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,0.01,1.0,0.7799999999999991
694,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,0.01,1.0,0.9299999999999995
697,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,1e-05,1e-08,1e-07,0.01,1.0,1.0,0.01,0.9749999999999994
698,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,1e-05,1e-08,1e-07,0.01,1.0,1.0,0.01,0.9899999999999992
699,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,0.01,0.01,1.0,0.8249999999999994
700,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,1e-05,1e-08,1e-07,0.01,1.0,1.0,1.0,0.9299999999999995
703,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,10.0,1e-05,1e-08,1e-07,0.01,1.0,1.0,1.0,0.9149999999999997
704,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,1.0,1.1083136428269311
705,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,0.01,0.7199999999999998
706,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,0.01,0.7200000000000004
707,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,1.0,1.0799999999999998
708,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,1.0,0.7199999999999998
709,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,0.01,1.0799999999999998
710,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,0.01,1.0949999999999995
711,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,1.0,0.7050000000000007
712,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,0.01,0.8550000000000003
713,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,1.0,0.8399999999999995
714,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,1.0,0.8399999999999995
715,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,0.01,0.8399999999999999
716,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,0.01,0.9449999999999992
717,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,1.0,0.8400000000000006
718,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-07,1.0,0.01,0.01,1.0,0.8549999999999996
719,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,1.0,0.01,0.945
722,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-07,1.0,0.01,1.0,1.0,0.8850000000000005
723,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,0.01,0.01,0.6749999999999996
724,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-07,1.0,0.01,1.0,0.01,1.0349999999999993
725,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,0.01,1.0,0.6749999999999996
726,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,0.01,1.0,0.6899999999999994
729,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-07,1.0,0.01,1.0,0.01,0.7199999999999995
731,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,0.01,1.0,0.8699999999999992
733,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,1e-05,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,1.0,0.01,0.01,0.8700000000000007
736,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,1.0,0.01,0.9299999999999994
737,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,10.0,1e-05,1e-08,1e-07,1.0,1.0,0.01,1.0,1.004999999999999
739,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,1.0,0.01,0.9149999999999996
741,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,1.0,1.0,0.8999999999999999
742,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,1.0,1.0,0.9150000000000004
744,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,1.0,1.0,0.8849999999999997
745,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,1e-05,1e-08,1e-07,1.0,1.0,0.01,0.01,1.02
746,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,1e-05,1e-08,1e-07,1.0,1.0,0.01,0.01,1.0349999999999997
748,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,1e-05,1e-08,1e-07,1.0,1.0,0.01,1.0,1.0349999999999997
749,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,1.0,0.01,0.8699999999999999
750,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,1.0,0.01,0.8849999999999997
751,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,1e-05,1e-08,1e-07,1.0,1.0,0.01,1.0,1.02
754,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,0.01,0.01,0.8850000000000007
755,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,1e-05,1e-08,1e-07,1.0,1.0,1.0,1.0,0.8549999999999996
759,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.35,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,0.01,1.0,0.8549999999999998
760,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,10.0,1e-05,1e-08,1e-07,1.0,1.0,1.0,0.01,0.9599999999999994
764,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,0.0,5e+22,1e+24,-4.0,1e-07,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,0.01,0.01,0.01,0.01,0.915
765,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,1e-05,5e+22,1e+24,-5.15,1e-07,10.0,1e-05,1e-08,1e-07,1.0,1.0,1.0,1.0,0.9450000000000004
768,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-4.0,1e-08,10.0,1e-05,5e+21,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,1.0,0.01,0.7649999999999999
